qseqid,sample,pair_status,abundance,f_targets,r_targets,f_target_id,r_target_id,expected_sources,read_best_source_id,read_pident,read_length,mismatch,evalue,read_bitscore,qlen,matches_expected,read_coverage,classification
M03520:605:000000000-LVNKY:1:1109:17451:9007,as10-2,matched_pair,1,RH.78B83B8D6A224B1Z0Z,RH.78B83B8D6A224B1Z0Z,RH.78B83B8D6A224B1Z0Z,RH.78B83B8D6A224B1Z0Z,A00405_539_HLLNCDSX3_4_1104_22073_24408_1_293_+_4914a7ba4a2d99ed42b81efb3a62da2b,A00405_539_HLLNCDSX3_4_1104_22073_24408_1_293_+_4914a7ba4a2d99ed42b81efb3a62da2b,99.265,136,1,8.64e-68,246,151,TRUE,0.900662251655629,Matches own primer's target (expected)
M03520:605:000000000-LVNKY:1:1109:18701:24492,sd15-2,matched_pair,1,RH.DDB83AFF97C94C6Z0Z,RH.DDB83AFF97C94C6Z0Z,RH.DDB83AFF97C94C6Z0Z,RH.DDB83AFF97C94C6Z0Z,A00405_539_HLLNCDSX3_4_2214_27434_30780_1_238_-_02586f3f6cd19c432ac8d02dc5b6f139,A00405_539_HLLNCDSX3_4_2214_27434_30780_1_238_-_02586f3f6cd19c432ac8d02dc5b6f139,98.276,116,2,5.27e-55,204,151,TRUE,0.768211920529801,Matches own primer's target (expected)
M03520:605:000000000-LVNKY:1:1109:18942:22916,as15-3,matched_pair,1,RH.2A85EAE5DEAD471Z0Z,RH.2A85EAE5DEAD471Z0Z,RH.2A85EAE5DEAD471Z0Z,RH.2A85EAE5DEAD471Z0Z,A00405_539_HLLNCDSX3_4_1451_30409_6715_1_231_+_018312b314ec0e3d7060fd278ef283f4,A00405_539_HLLNCDSX3_4_1451_30409_6715_1_231_+_018312b314ec0e3d7060fd278ef283f4,99.18,122,1,5.24e-60,220,151,TRUE,0.80794701986755,Matches own primer's target (expected)
M03520:605:000000000-LVNKY:1:1109:21749:6956,as3-3,chimera,1,RH.609947B6947F457Z0Z,RH.A12CDF2B5C80436Z0Z,RH.609947B6947F457Z0Z,RH.A12CDF2B5C80436Z0Z,A00405_539_HLLNCDSX3_4_2461_3947_20603_1_294_+_8fe128bc725ad345d4357d5a9d24cdb7; A00405_539_HLLNCDSX3_4_2563_32868_30138_1_275_-_c7a2dc8142d6cf6abfecf63974bbc06d,,,,,,,,FALSE,,No whole-read match to any target
M03520:605:000000000-LVNKY:1:1109:24783:4685,sd20-1,matched_pair,1,RH.8B25A056ABC1444Z0Z,RH.8B25A056ABC1444Z0Z,RH.8B25A056ABC1444Z0Z,RH.8B25A056ABC1444Z0Z,A00405_539_HLLNCDSX3_4_2316_28330_6527_1_279_+_d0519282208358367ba6d805c3abc895,A00405_539_HLLNCDSX3_4_2316_28330_6527_1_279_+_d0519282208358367ba6d805c3abc895,98.639,147,2,3.09e-72,261,151,TRUE,0.973509933774834,Matches own primer's target (expected)
M03520:605:000000000-LVNKY:1:1109:26476:23891,sd25-1,matched_pair,1,RH.0550AF0F57084ADZ0Z,RH.0550AF0F57084ADZ0Z,RH.0550AF0F57084ADZ0Z,RH.0550AF0F57084ADZ0Z,A00405_539_HLLNCDSX3_4_2375_18032_36793_1_294_+_5a260901400c54ea43f4ad67a663e52d,A00405_539_HLLNCDSX3_4_2375_18032_36793_1_294_+_5a260901400c54ea43f4ad67a663e52d,98.529,136,2,4.02e-66,241,151,TRUE,0.900662251655629,Matches own primer's target (expected)
M03520:605:000000000-LVNKY:1:1110:10199:12118,sd20-2,matched_pair,1,RH.B9EF730EBE6C436Z0Z,RH.B9EF730EBE6C436Z0Z,RH.B9EF730EBE6C436Z0Z,RH.B9EF730EBE6C436Z0Z,A00405_539_HLLNCDSX3_4_2354_31494_20306_1_293_+_9fc4ba7df13b38a1122bbfdc70b1bfa7,A00405_539_HLLNCDSX3_4_2354_31494_20306_1_293_+_9fc4ba7df13b38a1122bbfdc70b1bfa7,99.324,148,1,1.84e-74,268,151,TRUE,0.980132450331126,Matches own primer's target (expected)
M03520:605:000000000-LVNKY:1:1110:14996:16831,as30-3,chimera,1,RH.F4E2313A8B92492Z0Z,RH.78B83B8D6A224B1Z0Z,RH.F4E2313A8B92492Z0Z,RH.78B83B8D6A224B1Z0Z,A00405_539_HLLNCDSX3_4_1104_22073_24408_1_293_+_4914a7ba4a2d99ed42b81efb3a62da2b; A00405_539_HLLNCDSX3_4_2568_31955_35697_1_276_+_c92a035b3a55ad1b2109b6fea5d56592,,,,,,,,FALSE,,No whole-read match to any target
M03520:605:000000000-LVNKY:1:1110:19800:11436,as20-2,chimera,1,RH.44333617E8F04C0Z0Z,RH.C597F0BA65D4481Z0Z,RH.44333617E8F04C0Z0Z,RH.C597F0BA65D4481Z0Z,A00405_539_HLLNCDSX3_4_2362_27326_33004_1_286_-_08920e28984ffda7ff0f37d186246d68; A00405_539_HLLNCDSX3_4_1253_5231_9204_1_291_+_5232c331b3893acf7a55118f4673f3d0,A00405_539_HLLNCDSX3_4_1253_5231_9204_1_291_+_5232c331b3893acf7a55118f4673f3d0,95.455,44,2,5.58e-15,71.3,151,TRUE,0.291390728476821,Matches own primer's target (expected)
M03520:605:000000000-LVNKY:1:1110:20293:6074,as15-1,chimera,1,RH.3B2B2BB86AB94D3Z0Z,RH.64613722763148BZ0Z,RH.3B2B2BB86AB94D3Z0Z,RH.64613722763148BZ0Z,A00405_539_HLLNCDSX3_4_2273_12391_14716_1_280_+_dc9ad065389b151656592223aedc10ba,,,,,,,,FALSE,,No whole-read match to any target
M03520:605:000000000-LVNKY:1:1110:23142:26235,sd15-2,matched_pair,1,RH.2A8AD21024974C0Z0Z,RH.2A8AD21024974C0Z0Z,RH.2A8AD21024974C0Z0Z,RH.2A8AD21024974C0Z0Z,A00405_539_HLLNCDSX3_4_1334_11930_16266_1_258_+_048a394d3695a8abb0c425f7d9b7201d,A00405_539_HLLNCDSX3_4_1334_11930_16266_1_258_+_048a394d3695a8abb0c425f7d9b7201d,97.541,122,3,1.13e-56,209,151,TRUE,0.80794701986755,Matches own primer's target (expected)
M03520:605:000000000-LVNKY:1:1110:26618:23734,sd3-1,chimera,1,RH.3B2B2BB86AB94D3Z0Z,RH.64613722763148BZ0Z,RH.3B2B2BB86AB94D3Z0Z,RH.64613722763148BZ0Z,A00405_539_HLLNCDSX3_4_2273_12391_14716_1_280_+_dc9ad065389b151656592223aedc10ba,,,,,,,,FALSE,,No whole-read match to any target
M03520:605:000000000-LVNKY:1:1110:6112:19827,as25-2,chimera,1,RH.17B3832C9C1D403Z0Z,RH.B3BF5B8B809244BZ0Z,RH.17B3832C9C1D403Z0Z,RH.B3BF5B8B809244BZ0Z,A00405_539_HLLNCDSX3_4_1275_28999_6746_1_288_-_01746c8ccbff3ad2c4beef979ee1bde8; A00405_539_HLLNCDSX3_4_1664_16523_27101_1_264_-_3645ed6f02b5ac023bae1385c93611d5,,,,,,,,FALSE,,No whole-read match to any target
M03520:605:000000000-LVNKY:1:1110:7569:15262,as30-3,chimera,1,RH.3B2B2BB86AB94D3Z0Z,RH.64613722763148BZ0Z,RH.3B2B2BB86AB94D3Z0Z,RH.64613722763148BZ0Z,A00405_539_HLLNCDSX3_4_2273_12391_14716_1_280_+_dc9ad065389b151656592223aedc10ba,,,,,,,,FALSE,,No whole-read match to any target
M03520:605:000000000-LVNKY:1:1110:9341:19419,as15-2,matched_pair,1,RH.2AFFFBA0E81C482Z0Z,RH.2AFFFBA0E81C482Z0Z,RH.2AFFFBA0E81C482Z0Z,RH.2AFFFBA0E81C482Z0Z,A00405_539_HLLNCDSX3_4_1149_18701_36605_1_292_-_4a407c9c3375a6ad5003bdd88d91a484,A00405_539_HLLNCDSX3_4_1149_18701_36605_1_292_-_4a407c9c3375a6ad5003bdd88d91a484,99.13,115,1,4.08e-56,207,151,TRUE,0.76158940397351,Matches own primer's target (expected)
M03520:605:000000000-LVNKY:1:1111:13453:28479,sd15-2,matched_pair,1,RH.7CE39E25906745AZ0Z,RH.7CE39E25906745AZ0Z,RH.7CE39E25906745AZ0Z,RH.7CE39E25906745AZ0Z,A00405_539_HLLNCDSX3_4_1406_19262_13119_1_287_+_7e2b216f62b2af90b0db370fe85efc1c,A00405_539_HLLNCDSX3_4_1406_19262_13119_1_287_+_7e2b216f62b2af90b0db370fe85efc1c,99.2,125,1,1.13e-61,226,151,TRUE,0.827814569536424,Matches own primer's target (expected)
M03520:605:000000000-LVNKY:1:1111:14295:4957,as30-2,chimera,1,RH.17B3832C9C1D403Z0Z,RH.B3BF5B8B809244BZ0Z,RH.17B3832C9C1D403Z0Z,RH.B3BF5B8B809244BZ0Z,A00405_539_HLLNCDSX3_4_1275_28999_6746_1_288_-_01746c8ccbff3ad2c4beef979ee1bde8; A00405_539_HLLNCDSX3_4_1664_16523_27101_1_264_-_3645ed6f02b5ac023bae1385c93611d5,,,,,,,,FALSE,,No whole-read match to any target
M03520:605:000000000-LVNKY:1:1111:17434:6715,sd10-2,chimera,1,RH.17B3832C9C1D403Z0Z,RH.B3BF5B8B809244BZ0Z; RH.27578A9A85FA4A3Z0Z,RH.17B3832C9C1D403Z0Z,RH.B3BF5B8B809244BZ0Z|RH.27578A9A85FA4A3Z0Z,A00405_539_HLLNCDSX3_4_1275_28999_6746_1_288_-_01746c8ccbff3ad2c4beef979ee1bde8; A00405_539_HLLNCDSX3_4_2413_23728_18349_1_294_+_5c8cf276bfb8a016a1079c51251bc7d6; A00405_539_HLLNCDSX3_4_1664_16523_27101_1_264_-_3645ed6f02b5ac023bae1385c93611d5,,,,,,,,FALSE,,No whole-read match to any target
M03520:605:000000000-LVNKY:1:1111:19072:25393,as25-3,chimera,1,RH.44333617E8F04C0Z0Z,RH.C597F0BA65D4481Z0Z,RH.44333617E8F04C0Z0Z,RH.C597F0BA65D4481Z0Z,A00405_539_HLLNCDSX3_4_2362_27326_33004_1_286_-_08920e28984ffda7ff0f37d186246d68; A00405_539_HLLNCDSX3_4_1253_5231_9204_1_291_+_5232c331b3893acf7a55118f4673f3d0,A00405_539_HLLNCDSX3_4_1253_5231_9204_1_291_+_5232c331b3893acf7a55118f4673f3d0,95.455,44,2,5.58e-15,71.3,151,TRUE,0.291390728476821,Matches own primer's target (expected)
M03520:605:000000000-LVNKY:1:1111:19666:15875,as15-3,chimera,1,RH.3B2B2BB86AB94D3Z0Z,RH.64613722763148BZ0Z,RH.3B2B2BB86AB94D3Z0Z,RH.64613722763148BZ0Z,A00405_539_HLLNCDSX3_4_2273_12391_14716_1_280_+_dc9ad065389b151656592223aedc10ba,,,,,,,,FALSE,,No whole-read match to any target
M03520:605:000000000-LVNKY:1:1111:19779:24224,sd30-1,matched_pair,1,RH.0550AF0F57084ADZ0Z,RH.0550AF0F57084ADZ0Z,RH.0550AF0F57084ADZ0Z,RH.0550AF0F57084ADZ0Z,A00405_539_HLLNCDSX3_4_2375_18032_36793_1_294_+_5a260901400c54ea43f4ad67a663e52d,A00405_539_HLLNCDSX3_4_2375_18032_36793_1_294_+_5a260901400c54ea43f4ad67a663e52d,99.265,136,1,8.64e-68,246,151,TRUE,0.900662251655629,Matches own primer's target (expected)
M03520:605:000000000-LVNKY:1:1111:21480:18739,as25-1,chimera,1,RH.3B2B2BB86AB94D3Z0Z,RH.64613722763148BZ0Z,RH.3B2B2BB86AB94D3Z0Z,RH.64613722763148BZ0Z,A00405_539_HLLNCDSX3_4_2273_12391_14716_1_280_+_dc9ad065389b151656592223aedc10ba,,,,,,,,FALSE,,No whole-read match to any target
M03520:605:000000000-LVNKY:1:1111:24673:11474,as10-2,matched_pair,2,RH.2AFFFBA0E81C482Z0Z,RH.2AFFFBA0E81C482Z0Z,RH.2AFFFBA0E81C482Z0Z,RH.2AFFFBA0E81C482Z0Z,A00405_539_HLLNCDSX3_4_1149_18701_36605_1_292_-_4a407c9c3375a6ad5003bdd88d91a484,A00405_539_HLLNCDSX3_4_1149_18701_36605_1_292_-_4a407c9c3375a6ad5003bdd88d91a484,100,114,0,3.15e-57,211,151,TRUE,0.754966887417219,Matches own primer's target (expected)
M03520:605:000000000-LVNKY:1:1111:24937:14923,as3-2,chimera,1,RH.44333617E8F04C0Z0Z,RH.C597F0BA65D4481Z0Z,RH.44333617E8F04C0Z0Z,RH.C597F0BA65D4481Z0Z,A00405_539_HLLNCDSX3_4_2362_27326_33004_1_286_-_08920e28984ffda7ff0f37d186246d68; A00405_539_HLLNCDSX3_4_1253_5231_9204_1_291_+_5232c331b3893acf7a55118f4673f3d0,A00405_539_HLLNCDSX3_4_1253_5231_9204_1_291_+_5232c331b3893acf7a55118f4673f3d0,95.455,44,2,5.58e-15,71.3,151,TRUE,0.291390728476821,Matches own primer's target (expected)
M03520:605:000000000-LVNKY:1:1111:25371:10114,as20-2,chimera,1,RH.44333617E8F04C0Z0Z,RH.C597F0BA65D4481Z0Z,RH.44333617E8F04C0Z0Z,RH.C597F0BA65D4481Z0Z,A00405_539_HLLNCDSX3_4_2362_27326_33004_1_286_-_08920e28984ffda7ff0f37d186246d68; A00405_539_HLLNCDSX3_4_1253_5231_9204_1_291_+_5232c331b3893acf7a55118f4673f3d0,A00405_539_HLLNCDSX3_4_1253_5231_9204_1_291_+_5232c331b3893acf7a55118f4673f3d0,95.455,44,2,5.58e-15,71.3,151,TRUE,0.291390728476821,Matches own primer's target (expected)
M03520:605:000000000-LVNKY:1:1111:26790:8619,as3-2,chimera,1,RH.3B2B2BB86AB94D3Z0Z,RH.64613722763148BZ0Z,RH.3B2B2BB86AB94D3Z0Z,RH.64613722763148BZ0Z,A00405_539_HLLNCDSX3_4_2273_12391_14716_1_280_+_dc9ad065389b151656592223aedc10ba,,,,,,,,FALSE,,No whole-read match to any target
M03520:605:000000000-LVNKY:1:1111:27173:16106,as20-2,chimera,1,RH.3B2B2BB86AB94D3Z0Z,RH.64613722763148BZ0Z,RH.3B2B2BB86AB94D3Z0Z,RH.64613722763148BZ0Z,A00405_539_HLLNCDSX3_4_2273_12391_14716_1_280_+_dc9ad065389b151656592223aedc10ba,,,,,,,,FALSE,,No whole-read match to any target
M03520:605:000000000-LVNKY:1:1111:28124:20675,as30-2,matched_pair,1,RH.B9EF730EBE6C436Z0Z,RH.B9EF730EBE6C436Z0Z,RH.B9EF730EBE6C436Z0Z,RH.B9EF730EBE6C436Z0Z,A00405_539_HLLNCDSX3_4_2354_31494_20306_1_293_+_9fc4ba7df13b38a1122bbfdc70b1bfa7,A00405_539_HLLNCDSX3_4_2354_31494_20306_1_293_+_9fc4ba7df13b38a1122bbfdc70b1bfa7,99.32,147,1,6.63e-74,267,151,TRUE,0.973509933774834,Matches own primer's target (expected)
M03520:605:000000000-LVNKY:1:1111:3818:8457,as10-1,chimera,1,RH.44333617E8F04C0Z0Z,RH.C597F0BA65D4481Z0Z,RH.44333617E8F04C0Z0Z,RH.C597F0BA65D4481Z0Z,A00405_539_HLLNCDSX3_4_2362_27326_33004_1_286_-_08920e28984ffda7ff0f37d186246d68; A00405_539_HLLNCDSX3_4_1253_5231_9204_1_291_+_5232c331b3893acf7a55118f4673f3d0,A00405_539_HLLNCDSX3_4_1253_5231_9204_1_291_+_5232c331b3893acf7a55118f4673f3d0,95.455,44,2,5.58e-15,71.3,151,TRUE,0.291390728476821,Matches own primer's target (expected)
M03520:605:000000000-LVNKY:1:1112:11501:2192,sd25-3,matched_pair,3,RH.2A8AD21024974C0Z0Z,RH.2A8AD21024974C0Z0Z,RH.2A8AD21024974C0Z0Z,RH.2A8AD21024974C0Z0Z,A00405_539_HLLNCDSX3_4_1334_11930_16266_1_258_+_048a394d3695a8abb0c425f7d9b7201d,A00405_539_HLLNCDSX3_4_1334_11930_16266_1_258_+_048a394d3695a8abb0c425f7d9b7201d,99.18,122,1,5.24e-60,220,151,TRUE,0.80794701986755,Matches own primer's target (expected)
M03520:605:000000000-LVNKY:1:1112:12803:14188,as25-3,matched_pair,1,RH.6408CE975B5340AZ0Z,RH.6408CE975B5340AZ0Z,RH.6408CE975B5340AZ0Z,RH.6408CE975B5340AZ0Z,A00405_539_HLLNCDSX3_4_1418_8196_3505_1_290_-_1bf831b7d5cca66c11b01477482cf05f,A00405_539_HLLNCDSX3_4_1418_8196_3505_1_290_-_1bf831b7d5cca66c11b01477482cf05f,99.315,146,1,2.39e-73,265,151,TRUE,0.966887417218543,Matches own primer's target (expected)
M03520:605:000000000-LVNKY:1:1112:15006:9529,sd20-2,matched_pair,1,RH.2AFFFBA0E81C482Z0Z,RH.2AFFFBA0E81C482Z0Z,RH.2AFFFBA0E81C482Z0Z,RH.2AFFFBA0E81C482Z0Z,A00405_539_HLLNCDSX3_4_1149_18701_36605_1_292_-_4a407c9c3375a6ad5003bdd88d91a484,A00405_539_HLLNCDSX3_4_1149_18701_36605_1_292_-_4a407c9c3375a6ad5003bdd88d91a484,99.13,115,1,4.08e-56,207,151,TRUE,0.76158940397351,Matches own primer's target (expected)
M03520:605:000000000-LVNKY:1:1112:15549:16430,sd30-2,matched_pair,1,RH.DDB83AFF97C94C6Z0Z,RH.DDB83AFF97C94C6Z0Z,RH.DDB83AFF97C94C6Z0Z,RH.DDB83AFF97C94C6Z0Z,A00405_539_HLLNCDSX3_4_2214_27434_30780_1_238_-_02586f3f6cd19c432ac8d02dc5b6f139,A00405_539_HLLNCDSX3_4_2214_27434_30780_1_238_-_02586f3f6cd19c432ac8d02dc5b6f139,99.138,116,1,1.13e-56,209,151,TRUE,0.768211920529801,Matches own primer's target (expected)
M03520:605:000000000-LVNKY:1:1112:20434:11445,sd3-2,matched_pair,1,RH.0BD19D1A26A74EBZ0Z,RH.0BD19D1A26A74EBZ0Z,RH.0BD19D1A26A74EBZ0Z,RH.0BD19D1A26A74EBZ0Z,A00405_539_HLLNCDSX3_4_2576_29315_15749_1_293_+_81ef8281ba5891ff7b36aceec603003c,A00405_539_HLLNCDSX3_4_2576_29315_15749_1_293_+_81ef8281ba5891ff7b36aceec603003c,100,109,0,1.9e-54,202,151,TRUE,0.721854304635762,Matches own primer's target (expected)
M03520:605:000000000-LVNKY:1:1112:22166:10512,as10-3,chimera,1,RH.3B2B2BB86AB94D3Z0Z,RH.64613722763148BZ0Z,RH.3B2B2BB86AB94D3Z0Z,RH.64613722763148BZ0Z,A00405_539_HLLNCDSX3_4_2273_12391_14716_1_280_+_dc9ad065389b151656592223aedc10ba,,,,,,,,FALSE,,No whole-read match to any target
M03520:605:000000000-LVNKY:1:1112:22768:12263,as3-2,chimera,1,RH.44333617E8F04C0Z0Z,RH.C597F0BA65D4481Z0Z,RH.44333617E8F04C0Z0Z,RH.C597F0BA65D4481Z0Z,A00405_539_HLLNCDSX3_4_2362_27326_33004_1_286_-_08920e28984ffda7ff0f37d186246d68; A00405_539_HLLNCDSX3_4_1253_5231_9204_1_291_+_5232c331b3893acf7a55118f4673f3d0,A00405_539_HLLNCDSX3_4_1253_5231_9204_1_291_+_5232c331b3893acf7a55118f4673f3d0,95.455,44,2,5.58e-15,71.3,151,TRUE,0.291390728476821,Matches own primer's target (expected)
M03520:605:000000000-LVNKY:1:1112:3411:15746,as3-3,chimera,1,RH.44333617E8F04C0Z0Z,RH.C597F0BA65D4481Z0Z,RH.44333617E8F04C0Z0Z,RH.C597F0BA65D4481Z0Z,A00405_539_HLLNCDSX3_4_2362_27326_33004_1_286_-_08920e28984ffda7ff0f37d186246d68; A00405_539_HLLNCDSX3_4_1253_5231_9204_1_291_+_5232c331b3893acf7a55118f4673f3d0,A00405_539_HLLNCDSX3_4_1253_5231_9204_1_291_+_5232c331b3893acf7a55118f4673f3d0,95.455,44,2,5.58e-15,71.3,151,TRUE,0.291390728476821,Matches own primer's target (expected)
M03520:605:000000000-LVNKY:1:1112:3697:19024,as10-2,chimera,1,RH.44333617E8F04C0Z0Z,RH.C597F0BA65D4481Z0Z,RH.44333617E8F04C0Z0Z,RH.C597F0BA65D4481Z0Z,A00405_539_HLLNCDSX3_4_2362_27326_33004_1_286_-_08920e28984ffda7ff0f37d186246d68; A00405_539_HLLNCDSX3_4_1253_5231_9204_1_291_+_5232c331b3893acf7a55118f4673f3d0,A00405_539_HLLNCDSX3_4_1253_5231_9204_1_291_+_5232c331b3893acf7a55118f4673f3d0,95.455,44,2,5.58e-15,71.3,151,TRUE,0.291390728476821,Matches own primer's target (expected)
M03520:605:000000000-LVNKY:1:1112:3921:18750,sd20-2,matched_pair,1,RH.0550AF0F57084ADZ0Z,RH.0550AF0F57084ADZ0Z,RH.0550AF0F57084ADZ0Z,RH.0550AF0F57084ADZ0Z,A00405_539_HLLNCDSX3_4_2375_18032_36793_1_294_+_5a260901400c54ea43f4ad67a663e52d,A00405_539_HLLNCDSX3_4_2375_18032_36793_1_294_+_5a260901400c54ea43f4ad67a663e52d,99.265,136,1,8.64e-68,246,151,TRUE,0.900662251655629,Matches own primer's target (expected)
M03520:605:000000000-LVNKY:1:1112:4508:19523,as10-3,chimera,1,RH.44333617E8F04C0Z0Z,RH.C597F0BA65D4481Z0Z,RH.44333617E8F04C0Z0Z,RH.C597F0BA65D4481Z0Z,A00405_539_HLLNCDSX3_4_2362_27326_33004_1_286_-_08920e28984ffda7ff0f37d186246d68; A00405_539_HLLNCDSX3_4_1253_5231_9204_1_291_+_5232c331b3893acf7a55118f4673f3d0,A00405_539_HLLNCDSX3_4_1253_5231_9204_1_291_+_5232c331b3893acf7a55118f4673f3d0,95.455,44,2,5.58e-15,71.3,151,TRUE,0.291390728476821,Matches own primer's target (expected)
M03520:605:000000000-LVNKY:1:1112:5814:24770,sd3-2,matched_pair,1,RH.DDB83AFF97C94C6Z0Z,RH.DDB83AFF97C94C6Z0Z,RH.DDB83AFF97C94C6Z0Z,RH.DDB83AFF97C94C6Z0Z,A00405_539_HLLNCDSX3_4_2214_27434_30780_1_238_-_02586f3f6cd19c432ac8d02dc5b6f139,A00405_539_HLLNCDSX3_4_2214_27434_30780_1_238_-_02586f3f6cd19c432ac8d02dc5b6f139,98.276,116,2,5.27e-55,204,151,TRUE,0.768211920529801,Matches own primer's target (expected)
M03520:605:000000000-LVNKY:1:1112:6336:5417,as3-2,chimera,1,RH.3B2B2BB86AB94D3Z0Z,RH.64613722763148BZ0Z,RH.3B2B2BB86AB94D3Z0Z,RH.64613722763148BZ0Z,A00405_539_HLLNCDSX3_4_2273_12391_14716_1_280_+_dc9ad065389b151656592223aedc10ba,,,,,,,,FALSE,,No whole-read match to any target
M03520:605:000000000-LVNKY:1:1113:11011:6941,as10-1,chimera,1,RH.3B2B2BB86AB94D3Z0Z,RH.64613722763148BZ0Z,RH.3B2B2BB86AB94D3Z0Z,RH.64613722763148BZ0Z,A00405_539_HLLNCDSX3_4_2273_12391_14716_1_280_+_dc9ad065389b151656592223aedc10ba,,,,,,,,FALSE,,No whole-read match to any target
M03520:605:000000000-LVNKY:1:1113:11073:2362,as20-1,matched_pair,1,RH.DDB83AFF97C94C6Z0Z,RH.DDB83AFF97C94C6Z0Z,RH.DDB83AFF97C94C6Z0Z,RH.DDB83AFF97C94C6Z0Z,A00405_539_HLLNCDSX3_4_2214_27434_30780_1_238_-_02586f3f6cd19c432ac8d02dc5b6f139,A00405_539_HLLNCDSX3_4_2214_27434_30780_1_238_-_02586f3f6cd19c432ac8d02dc5b6f139,97.351,151,4,3.99e-71,257,151,TRUE,1,Matches own primer's target (expected)
M03520:605:000000000-LVNKY:1:1113:11520:22873,sd10-2,matched_pair,1,RH.B9EF730EBE6C436Z0Z,RH.B9EF730EBE6C436Z0Z,RH.B9EF730EBE6C436Z0Z,RH.B9EF730EBE6C436Z0Z,A00405_539_HLLNCDSX3_4_2354_31494_20306_1_293_+_9fc4ba7df13b38a1122bbfdc70b1bfa7,A00405_539_HLLNCDSX3_4_2354_31494_20306_1_293_+_9fc4ba7df13b38a1122bbfdc70b1bfa7,98.658,149,1,8.58e-73,263,151,TRUE,0.986754966887417,Matches own primer's target (expected)
M03520:605:000000000-LVNKY:1:1113:15335:15360,sd30-1,chimera,1,RH.3B2B2BB86AB94D3Z0Z,RH.64613722763148BZ0Z,RH.3B2B2BB86AB94D3Z0Z,RH.64613722763148BZ0Z,A00405_539_HLLNCDSX3_4_2273_12391_14716_1_280_+_dc9ad065389b151656592223aedc10ba,,,,,,,,FALSE,,No whole-read match to any target
M03520:605:000000000-LVNKY:1:1113:16573:23317,as7-3,matched_pair,1,RH.7CE39E25906745AZ0Z,RH.7CE39E25906745AZ0Z,RH.7CE39E25906745AZ0Z,RH.7CE39E25906745AZ0Z,A00405_539_HLLNCDSX3_4_1406_19262_13119_1_287_+_7e2b216f62b2af90b0db370fe85efc1c,A00405_539_HLLNCDSX3_4_1406_19262_13119_1_287_+_7e2b216f62b2af90b0db370fe85efc1c,96.8,125,4,1.13e-56,209,151,TRUE,0.827814569536424,Matches own primer's target (expected)
M03520:605:000000000-LVNKY:1:1113:20175:20597,sd10-2,matched_pair,1,RH.DDB83AFF97C94C6Z0Z,RH.DDB83AFF97C94C6Z0Z,RH.DDB83AFF97C94C6Z0Z,RH.DDB83AFF97C94C6Z0Z,A00405_539_HLLNCDSX3_4_2214_27434_30780_1_238_-_02586f3f6cd19c432ac8d02dc5b6f139,A00405_539_HLLNCDSX3_4_2214_27434_30780_1_238_-_02586f3f6cd19c432ac8d02dc5b6f139,97.414,116,3,2.45e-53,198,151,TRUE,0.768211920529801,Matches own primer's target (expected)
M03520:605:000000000-LVNKY:1:1113:22801:20340,as15-2,matched_pair,1,RH.27578A9A85FA4A3Z0Z,RH.27578A9A85FA4A3Z0Z,RH.27578A9A85FA4A3Z0Z,RH.27578A9A85FA4A3Z0Z,A00405_539_HLLNCDSX3_4_2413_23728_18349_1_294_+_5c8cf276bfb8a016a1079c51251bc7d6,A00405_539_HLLNCDSX3_4_2413_23728_18349_1_294_+_5c8cf276bfb8a016a1079c51251bc7d6,98.675,151,2,1.84e-74,268,151,TRUE,1,Matches own primer's target (expected)
M03520:605:000000000-LVNKY:1:1113:26183:19261,as30-3,chimera,1,RH.609947B6947F457Z0Z,RH.A12CDF2B5C80436Z0Z,RH.609947B6947F457Z0Z,RH.A12CDF2B5C80436Z0Z,A00405_539_HLLNCDSX3_4_2461_3947_20603_1_294_+_8fe128bc725ad345d4357d5a9d24cdb7; A00405_539_HLLNCDSX3_4_2563_32868_30138_1_275_-_c7a2dc8142d6cf6abfecf63974bbc06d,,,,,,,,FALSE,,No whole-read match to any target
M03520:605:000000000-LVNKY:1:1113:7046:16607,sd7-1,matched_pair,1,RH.CF953F27F5674E1Z0Z,RH.CF953F27F5674E1Z0Z,RH.CF953F27F5674E1Z0Z,RH.CF953F27F5674E1Z0Z,A00405_539_HLLNCDSX3_4_2428_25979_27508_1_293_+_ea053f94656145d4f38e54ebc41708ef,A00405_539_HLLNCDSX3_4_2428_25979_27508_1_293_+_ea053f94656145d4f38e54ebc41708ef,98.413,126,2,1.46e-60,222,151,TRUE,0.834437086092715,Matches own primer's target (expected)
M03520:605:000000000-LVNKY:1:1114:10849:17956,as3-2,matched_pair,1,RH.0C6EF86AB29A422Z0Z,RH.0C6EF86AB29A422Z0Z,RH.0C6EF86AB29A422Z0Z,RH.0C6EF86AB29A422Z0Z,A00405_539_HLLNCDSX3_4_1133_19199_19492_1_294_-_f696211bbf33e2824c01aee2ec50bcfe,A00405_539_HLLNCDSX3_4_1133_19199_19492_1_294_-_f696211bbf33e2824c01aee2ec50bcfe,98.305,118,2,4.08e-56,207,151,TRUE,0.781456953642384,Matches own primer's target (expected)
